title,url,country,imdbRating,imdbVotes,metascore,budget,domesticGross,worldwideGross,awards,directors,thespians
776. Wanted Man,https://www.imdb.com/title/tt15791574/,US,4.8, (2.6K),,,n/a,,[],"[{'name': 'Dolph Lundgren', 'url': 'https://www.imdb.com/name/nm0000185/'}]","[{'name': 'Dolph Lundgren', 'url': 'https://www.imdb.com/name/nm0000185/'}, {'name': 'Christina Villa', 'url': 'https://www.imdb.com/name/nm3908231/'}, {'name': 'Kelsey Grammer', 'url': 'https://www.imdb.com/name/nm0001288/'}, {'name': 'Michael Paré', 'url': 'https://www.imdb.com/name/nm0001595/'}, {'name': 'Roger Cross', 'url': 'https://www.imdb.com/name/nm0003078/'}]"
777. The Fearway,https://www.imdb.com/title/tt14992524/,US,4.1, (936),,,,,[],"[{'name': 'Slobodan Gajic', 'url': 'https://www.imdb.com/name/nm1021494/'}]","[{'name': 'Shannon Dalonzo', 'url': 'https://www.imdb.com/name/nm8113647/'}, {'name': 'Justin Gordon', 'url': 'https://www.imdb.com/name/nm1653291/'}, {'name': 'Simon Phillips', 'url': 'https://www.imdb.com/name/nm1792652/'}, {'name': 'John D. Hickman', 'url': 'https://www.imdb.com/name/nm6545385/'}, {'name': 'Jessica Gray', 'url': 'https://www.imdb.com/name/nm12763572/'}]"
778. Paradox Effect,https://www.imdb.com/title/tt14416430/,US,6.0, (8.6K),,,n/a,"$21,377",[],"[{'name': 'Scott Weintrob', 'url': 'https://www.imdb.com/name/nm1347776/'}]","[{'name': 'Olga Kurylenko', 'url': 'https://www.imdb.com/name/nm1385871/'}, {'name': 'Harvey Keitel', 'url': 'https://www.imdb.com/name/nm0000172/'}, {'name': 'Oliver Trevena', 'url': 'https://www.imdb.com/name/nm3165541/'}, {'name': 'Alice Astons', 'url': 'https://www.imdb.com/name/nm15040825/'}, {'name': 'Meredith Mickelson', 'url': 'https://www.imdb.com/name/nm10078130/'}]"
779. Teach Her,https://www.imdb.com/title/tt33092187/,US,3.4, (32),,,,,[],"[{'name': 'Michael Andres', 'url': 'https://www.imdb.com/name/nm0028418/'}]","[{'name': 'Travis Campbell', 'url': 'https://www.imdb.com/name/nm15338147/'}, {'name': 'Aly Schaffer', 'url': 'https://www.imdb.com/name/nm15985182/'}, {'name': 'Brigitte Leigh Rogerson', 'url': 'https://www.imdb.com/name/nm14871136/'}, {'name': 'James Maher', 'url': 'https://www.imdb.com/name/nm2276447/'}, {'name': 'Adrian Andres', 'url': 'https://www.imdb.com/name/nm14465757/'}]"
780. The Warrant: Breaker's Law,https://www.imdb.com/title/tt18560250/,US,5.1, (358),,,,,[],"[{'name': 'Brent Christy', 'url': 'https://www.imdb.com/name/nm3636519/'}]","[{'name': 'Neal McDonough', 'url': 'https://www.imdb.com/name/nm0568180/'}, {'name': 'Dermot Mulroney', 'url': 'https://www.imdb.com/name/nm0000551/'}, {'name': 'Bruce Boxleitner', 'url': 'https://www.imdb.com/name/nm0000310/'}, {'name': 'Gregory Cruz', 'url': 'https://www.imdb.com/name/nm0190327/'}, {'name': 'Amy Hargreaves', 'url': 'https://www.imdb.com/name/nm0362955/'}]"
781. Heist 88,https://www.imdb.com/title/tt7718100/,US,5.3, (2.4K),,,,,[],"[{'name': 'Menhaj Huda', 'url': 'https://www.imdb.com/name/nm0399630/'}]","[{'name': 'Courtney B. Vance', 'url': 'https://www.imdb.com/name/nm0005524/'}, {'name': 'Dwayne Johnson-Cochran', 'url': 'https://www.imdb.com/name/nm0426461/'}, {'name': 'Bentley Green', 'url': 'https://www.imdb.com/name/nm2646459/'}, {'name': 'Akili Ni Mali', 'url': 'https://www.imdb.com/name/nm4570374/'}, {'name': 'Bryan Kelly', 'url': 'https://www.imdb.com/name/nm2432894/'}]"
782. Conjuring the Cult,https://www.imdb.com/title/tt32545223/,US,5.2, (830),,,,,[],"[{'name': 'Calvin Morie McCarthy', 'url': 'https://www.imdb.com/name/nm3512613/'}]","[{'name': 'Neil Green', 'url': 'https://www.imdb.com/name/nm8854040/'}, {'name': 'Elissa Dowling', 'url': 'https://www.imdb.com/name/nm2233462/'}, {'name': 'Chynna Rae Shurts', 'url': 'https://www.imdb.com/name/nm12824373/'}, {'name': 'BJ Mezek', 'url': 'https://www.imdb.com/name/nm11211440/'}]"
783. Adult Best Friends,https://www.imdb.com/title/tt31778094/,US,7.2, (72),,,,,[],"[{'name': 'Delaney Buffett', 'url': 'https://www.imdb.com/name/nm2246864/'}]","[{'name': 'Delaney Buffett', 'url': 'https://www.imdb.com/name/nm2246864/'}, {'name': 'Hannah Campbell', 'url': 'https://www.imdb.com/name/nm15929481/'}, {'name': 'Carmen Christopher', 'url': 'https://www.imdb.com/name/nm6324758/'}, {'name': 'Katie Corwin', 'url': 'https://www.imdb.com/name/nm4454780/'}, {'name': 'Cazzie David', 'url': 'https://www.imdb.com/name/nm2660078/'}]"
784. Aporia,https://www.imdb.com/title/tt8511466/,US,5.6, (2.4K),60,,,,[],"[{'name': 'Jared Moshe', 'url': 'https://www.imdb.com/name/nm1474337/'}]","[{'name': 'Judy Greer', 'url': 'https://www.imdb.com/name/nm0339460/'}, {'name': 'Edi Gathegi', 'url': 'https://www.imdb.com/name/nm1346230/'}, {'name': 'Payman Maadi', 'url': 'https://www.imdb.com/name/nm1818216/'}, {'name': 'Faithe Herman', 'url': 'https://www.imdb.com/name/nm7919715/'}, {'name': 'Whitney Morgan Cox', 'url': 'https://www.imdb.com/name/nm4079138/'}]"
785. Continental Split,https://www.imdb.com/title/tt29001732/,US,3.5, (544),,,,,[],"[{'name': 'Nick Lyon', 'url': 'https://www.imdb.com/name/nm0528963/'}]","[{'name': 'Jessica Morris', 'url': 'https://www.imdb.com/name/nm0606637/'}, {'name': 'Chris Bruno', 'url': 'https://www.imdb.com/name/nm0116456/'}, {'name': 'Crew Morrow', 'url': 'https://www.imdb.com/name/nm15903703/'}, {'name': 'Allison Gold', 'url': 'https://www.imdb.com/name/nm5211862/'}, {'name': 'Canyon Prince', 'url': 'https://www.imdb.com/name/nm1111796/'}]"
786. Tales Beyond the Galaxy,https://www.imdb.com/title/tt32044814/,US,4.7, (175),,,,,[],"[{'name': 'John M. Broadhead', 'url': 'https://www.imdb.com/name/nm3600761/'}, {'name': 'Caden Butera', 'url': 'https://www.imdb.com/name/nm5906191/'}, {'name': 'Nguyen-Anh Nguyen', 'url': 'https://www.imdb.com/name/nm4006836/'}, {'name': 'Spencer Zimmerman', 'url': 'https://www.imdb.com/name/nm9019018/'}]","[{'name': 'Curtis Bechdholt', 'url': 'https://www.imdb.com/name/nm0064966/'}, {'name': 'Bonni Dichone', 'url': 'https://www.imdb.com/name/nm9210877/'}, {'name': 'Jeananne Goossen', 'url': 'https://www.imdb.com/name/nm2332964/'}, {'name': 'Katyia Shurkin', 'url': 'https://www.imdb.com/name/nm5818099/'}]"
787. The Forest Hills,https://www.imdb.com/title/tt19816664/,US,4.1, (362),,,n/a,,[],"[{'name': 'Scott Goldberg', 'url': 'https://www.imdb.com/name/nm1546298/'}]","[{'name': 'Chiko Mendez', 'url': 'https://www.imdb.com/name/nm1827817/'}, {'name': 'Shelley Duvall', 'url': 'https://www.imdb.com/name/nm0001167/'}, {'name': 'Edward Furlong', 'url': 'https://www.imdb.com/name/nm0000411/'}, {'name': 'Felissa Rose', 'url': 'https://www.imdb.com/name/nm0741378/'}, {'name': 'Stacey Nelkin', 'url': 'https://www.imdb.com/name/nm0625030/'}]"
788. Shirley,https://www.imdb.com/title/tt14077516/,US,6.2, (3.3K),57,,n/a,,[],"[{'name': 'John Ridley', 'url': 'https://www.imdb.com/name/nm0725983/'}]","[{'name': 'Regina King', 'url': 'https://www.imdb.com/name/nm0005093/'}, {'name': 'Lance Reddick', 'url': 'https://www.imdb.com/name/nm0714698/'}, {'name': 'Terrence Howard', 'url': 'https://www.imdb.com/name/nm0005024/'}, {'name': 'Lucas Hedges', 'url': 'https://www.imdb.com/name/nm2348627/'}, {'name': 'Michael Cherrie', 'url': 'https://www.imdb.com/name/nm0156033/'}]"
789. The Bibi Files,https://www.imdb.com/title/tt33338697/,US,7.5, (1.1K),73,,n/a,"$3,251",[],"[{'name': 'Alexis Bloom', 'url': 'https://www.imdb.com/name/nm1946954/'}]","[{'name': 'Benjamin Netanyahu', 'url': 'https://www.imdb.com/name/nm1386592/'}, {'name': 'Raviv Drucker', 'url': 'https://www.imdb.com/name/nm5723811/'}, {'name': 'Nimrod Novik', 'url': 'https://www.imdb.com/name/nm7202681/'}, {'name': 'Hadas Klein', 'url': 'https://www.imdb.com/name/nm10862471/'}, {'name': 'Uzi Beller', 'url': 'https://www.imdb.com/name/nm16857088/'}]"
790. Night Train,https://www.imdb.com/title/tt15727212/,US,3.7, (1.3K),,,,,[],"[{'name': 'Shane Stanley', 'url': 'https://www.imdb.com/name/nm0822597/'}]","[{'name': 'Danielle C. Ryan', 'url': 'https://www.imdb.com/name/nm1058095/'}, {'name': 'Diora Baird', 'url': 'https://www.imdb.com/name/nm1401531/'}, {'name': 'Ivan Sergei', 'url': 'https://www.imdb.com/name/nm0001720/'}, {'name': 'Joseph D. Reitman', 'url': 'https://www.imdb.com/name/nm0718647/'}, {'name': 'Joe Lando', 'url': 'https://www.imdb.com/name/nm0484880/'}]"
791. Late Bloomers,https://www.imdb.com/title/tt21284442/,US,6.1, (1.3K),58,,n/a,,[],"[{'name': 'Lisa Steen', 'url': 'https://www.imdb.com/name/nm2753071/'}]","[{'name': 'Karen Gillan', 'url': 'https://www.imdb.com/name/nm2394794/'}, {'name': 'Malgorzata Zajaczkowska', 'url': 'https://www.imdb.com/name/nm0825555/'}, {'name': 'Jermaine Fowler', 'url': 'https://www.imdb.com/name/nm1854664/'}, {'name': 'Talia Balsam', 'url': 'https://www.imdb.com/name/nm0051104/'}, {'name': 'Kevin Nealon', 'url': 'https://www.imdb.com/name/nm0005265/'}]"
792. Camera,https://www.imdb.com/title/tt27516178/,US,6.6, (415),,,,,[],"[{'name': 'Jay Silverman', 'url': 'https://www.imdb.com/name/nm2812820/'}]","[{'name': 'Beau Bridges', 'url': 'https://www.imdb.com/name/nm0000977/'}, {'name': 'Jessica Parker Kennedy', 'url': 'https://www.imdb.com/name/nm2498781/'}, {'name': 'Bruce Davison', 'url': 'https://www.imdb.com/name/nm0001117/'}, {'name': 'Miguel Gabriel', 'url': 'https://www.imdb.com/name/nm10530209/'}, {'name': 'Scotty Tovar', 'url': 'https://www.imdb.com/name/nm7132587/'}]"
793. Blink,https://www.imdb.com/title/tt29259074/,US,7.2, (657),69,,n/a,"$9,064",[],"[{'name': 'Daniel Roher', 'url': 'https://www.imdb.com/name/nm4173215/'}, {'name': 'Edmund Stenson', 'url': 'https://www.imdb.com/name/nm5674015/'}]","[{'name': 'Édith Lemay', 'url': 'https://www.imdb.com/name/nm14756019/'}, {'name': 'Sébastien Pelletier', 'url': 'https://www.imdb.com/name/nm14756020/'}, {'name': 'Mia Pelletier', 'url': 'https://www.imdb.com/name/nm16512873/'}, {'name': 'Léo Pelletier', 'url': 'https://www.imdb.com/name/nm16512871/'}, {'name': 'Colin Pelletier', 'url': 'https://www.imdb.com/name/nm16512874/'}]"
794. Lazareth,https://www.imdb.com/title/tt27676959/,US,4.4, (917),,,n/a,"$15,785",[],"[{'name': 'Alec Tibaldi', 'url': 'https://www.imdb.com/name/nm0862530/'}]","[{'name': 'Ashley Judd', 'url': 'https://www.imdb.com/name/nm0000171/'}, {'name': 'Sarah Pidgeon', 'url': 'https://www.imdb.com/name/nm6543142/'}, {'name': 'Katie Douglas', 'url': 'https://www.imdb.com/name/nm3353780/'}, {'name': 'Asher Angel', 'url': 'https://www.imdb.com/name/nm4755508/'}, {'name': 'Edward Balaban', 'url': 'https://www.imdb.com/name/nm11804711/'}]"
795. Steamboat Willie: Blood on the Water,https://www.imdb.com/title/tt30750376/,US,,,,,,,[],"[{'name': 'Paul Tucker', 'url': 'https://www.imdb.com/name/nm11488317/'}]","[{'name': 'Dante Graziaani', 'url': 'https://www.imdb.com/name/nm12562761/'}, {'name': 'Adam Popovich', 'url': 'https://www.imdb.com/name/nm15668344/'}, {'name': 'Sunday Revello', 'url': 'https://www.imdb.com/name/nm15003948/'}, {'name': 'Paul Tucker', 'url': 'https://www.imdb.com/name/nm11488317/'}]"
796. Mutants of Nature Cove,https://www.imdb.com/title/tt31777812/,US,3.6, (151),,,,,[],"[{'name': 'Beau Mann', 'url': 'https://www.imdb.com/name/nm15929198/'}]","[{'name': 'Geneva Robinson', 'url': 'https://www.imdb.com/name/nm15945205/'}, {'name': 'Lucy Diamante', 'url': 'https://www.imdb.com/name/nm12052252/'}, {'name': 'LL Elly', 'url': 'https://www.imdb.com/name/nm15945504/'}, {'name': 'Penelope James', 'url': 'https://www.imdb.com/name/nm15945209/'}, {'name': 'Christine C. Martin', 'url': 'https://www.imdb.com/name/nm15945211/'}]"
797. Desert Road,https://www.imdb.com/title/tt29474638/,US,6.7, (154),67,,,,[],"[{'name': 'Shannon Triplett', 'url': 'https://www.imdb.com/name/nm3819375/'}]","[{'name': 'Beau Bridges', 'url': 'https://www.imdb.com/name/nm0000977/'}, {'name': 'Frances Fisher', 'url': 'https://www.imdb.com/name/nm0004920/'}, {'name': 'Kristine Froseth', 'url': 'https://www.imdb.com/name/nm8109082/'}, {'name': 'Edwin Garcia II', 'url': 'https://www.imdb.com/name/nm1330460/'}, {'name': 'Ryan Hurst', 'url': 'https://www.imdb.com/name/nm0403652/'}]"
798. A Biltmore Christmas,https://www.imdb.com/title/tt24822574/,US,7.7, (6K),,,,,[],"[{'name': 'John Putch', 'url': 'https://www.imdb.com/name/nm0003289/'}]","[{'name': 'Bethany Joy Lenz', 'url': 'https://www.imdb.com/name/nm0502342/'}, {'name': 'Kristoffer Polaha', 'url': 'https://www.imdb.com/name/nm1119340/'}, {'name': 'Robert Picardo', 'url': 'https://www.imdb.com/name/nm0000585/'}, {'name': 'Mary Beth McDonough', 'url': 'https://www.imdb.com/name/nm0568169/'}, {'name': 'A.K. Benninghofen', 'url': 'https://www.imdb.com/name/nm4209439/'}]"
799. Appendage,https://www.imdb.com/title/tt17202164/,US,5.2, (4.5K),65,,,,[],"[{'name': 'Anna Zlokovic', 'url': 'https://www.imdb.com/name/nm5142528/'}]","[{'name': 'Hadley Robinson', 'url': 'https://www.imdb.com/name/nm6044874/'}, {'name': 'Emily Hampshire', 'url': 'https://www.imdb.com/name/nm0358922/'}, {'name': 'Kausar Mohammed', 'url': 'https://www.imdb.com/name/nm6953887/'}, {'name': 'Brandon Mychal Smith', 'url': 'https://www.imdb.com/name/nm0807506/'}, {'name': 'Desmin Borges', 'url': 'https://www.imdb.com/name/nm3210828/'}]"
800. An American in Austen,https://www.imdb.com/title/tt31068337/,US,6.4, (1.1K),,,n/a,,[],"[{'name': 'Clare Niederpruem', 'url': 'https://www.imdb.com/name/nm3743828/'}]","[{'name': 'Eliza Bennett', 'url': 'https://www.imdb.com/name/nm1146916/'}, {'name': 'Nicholas Bishop', 'url': 'https://www.imdb.com/name/nm3716259/'}, {'name': 'Nell Barlow', 'url': 'https://www.imdb.com/name/nm7954550/'}, {'name': 'Catherine Hannay', 'url': 'https://www.imdb.com/name/nm12008956/'}, {'name': 'Erica Ford', 'url': 'https://www.imdb.com/name/nm12947771/'}]"
801. Shark Girl,https://www.imdb.com/title/tt30700957/,US,2.6, (162),,,n/a,,[],"[{'name': 'Justin Shilton', 'url': 'https://www.imdb.com/name/nm0793526/'}, {'name': 'Rob Zazzali', 'url': 'https://www.imdb.com/name/nm0953936/'}]","[{'name': 'Alexandra Corin Johnston', 'url': 'https://www.imdb.com/name/nm5252352/'}, {'name': 'Sumayyah Ameerah', 'url': 'https://www.imdb.com/name/nm11793207/'}, {'name': 'Nick Tag', 'url': 'https://www.imdb.com/name/nm4499545/'}, {'name': 'Ryan Bertroche', 'url': 'https://www.imdb.com/name/nm3147675/'}, {'name': 'Devon Odessa', 'url': 'https://www.imdb.com/name/nm0644043/'}]"
802. XXX-mas,https://www.imdb.com/title/tt27635828/,US,5.8, (124),,,,,[],"[{'name': 'James Dean', 'url': 'https://www.imdb.com/name/nm12263458/'}]","[{'name': 'Drew Marvick', 'url': 'https://www.imdb.com/name/nm2664384/'}, {'name': 'Felissa Rose', 'url': 'https://www.imdb.com/name/nm0741378/'}, {'name': 'Morrigan Thompson-Milam', 'url': 'https://www.imdb.com/name/nm9454937/'}, {'name': 'Jonathan May', 'url': 'https://www.imdb.com/name/nm12263466/'}, {'name': 'Dolly Leigh', 'url': 'https://www.imdb.com/name/nm7475374/'}]"
803. Little Death,https://www.imdb.com/title/tt21740488/,US,5.4, (203),57,,,,[],"[{'name': 'Jack Begert', 'url': 'https://www.imdb.com/name/nm6360549/'}]","[{'name': 'David Schwimmer', 'url': 'https://www.imdb.com/name/nm0001710/'}, {'name': 'Gaby Hoffmann', 'url': 'https://www.imdb.com/name/nm0000451/'}, {'name': 'Talia Ryder', 'url': 'https://www.imdb.com/name/nm7867621/'}, {'name': 'Dominic Fike', 'url': 'https://www.imdb.com/name/nm11127640/'}, {'name': 'Jena Malone', 'url': 'https://www.imdb.com/name/nm0540441/'}]"
804. Sweetwater,https://www.imdb.com/title/tt2365971/,US,6.1, (1.5K),,,,,[],"[{'name': 'Martin Guigui', 'url': 'https://www.imdb.com/name/nm0346841/'}]","[{'name': 'Everett Osborne', 'url': 'https://www.imdb.com/name/nm11370179/'}, {'name': 'Cary Elwes', 'url': 'https://www.imdb.com/name/nm0000144/'}, {'name': 'Jeremy Piven', 'url': 'https://www.imdb.com/name/nm0005315/'}, {'name': 'Kevin Pollak', 'url': 'https://www.imdb.com/name/nm0001629/'}, {'name': 'Richard Dreyfuss', 'url': 'https://www.imdb.com/name/nm0000377/'}]"
805. Mars,https://www.imdb.com/title/tt18310498/,US,8.9, (21),,,,,[],"[{'name': 'Sevan Najarian', 'url': 'https://www.imdb.com/name/nm1506626/'}]","[{'name': 'Sam Brown', 'url': 'https://www.imdb.com/name/nm1875430/'}, {'name': 'Zach Cregger', 'url': 'https://www.imdb.com/name/nm1199107/'}, {'name': 'Trevor Moore', 'url': 'https://www.imdb.com/name/nm2222515/'}, {'name': 'Darren Trumeter', 'url': 'https://www.imdb.com/name/nm2345089/'}, {'name': 'Timmy Williams', 'url': 'https://www.imdb.com/name/nm2342430/'}]"
806. Disquiet,https://www.imdb.com/title/tt25869142/,US,3.8, (3K),,,,,[],"[{'name': 'Michael Winnick', 'url': 'https://www.imdb.com/name/nm1033667/'}]","[{'name': 'Jonathan Rhys Meyers', 'url': 'https://www.imdb.com/name/nm0001667/'}, {'name': 'Rachelle Goulding', 'url': 'https://www.imdb.com/name/nm6519590/'}, {'name': 'Elyse Levesque', 'url': 'https://www.imdb.com/name/nm1137028/'}, {'name': 'Lochlyn Munro', 'url': 'https://www.imdb.com/name/nm0613147/'}, {'name': 'Trezzo Mahoro', 'url': 'https://www.imdb.com/name/nm6805740/'}]"
807. Postcard from Earth,https://www.imdb.com/title/tt28363850/,US,7.5, (605),,,,,[],"[{'name': 'Darren Aronofsky', 'url': 'https://www.imdb.com/name/nm0004716/'}]","[{'name': 'Brandon Santana', 'url': 'https://www.imdb.com/name/nm8719707/'}, {'name': 'Zaya', 'url': 'https://www.imdb.com/name/nm15314634/'}]"
1. The Substance,https://www.imdb.com/title/tt17526714/,GB,7.3, (294K),78,,"$17,584,795","$77,308,468",['Best Make Up & Hair'],"[{'name': 'Coralie Fargeat', 'url': 'https://www.imdb.com/name/nm0267287/'}]","[{'name': 'Demi Moore', 'url': 'https://www.imdb.com/name/nm0000193/'}, {'name': 'Margaret Qualley', 'url': 'https://www.imdb.com/name/nm4960279/'}, {'name': 'Dennis Quaid', 'url': 'https://www.imdb.com/name/nm0000598/'}, {'name': 'Edward Hamilton-Clark', 'url': 'https://www.imdb.com/name/nm1499282/'}, {'name': 'Gore Abrams', 'url': 'https://www.imdb.com/name/nm4420373/'}]"
2. Kraven the Hunter,https://www.imdb.com/title/tt8790086/,GB,5.5, (53K),35,,,,[],"[{'name': 'J.C. Chandor', 'url': 'https://www.imdb.com/name/nm1170855/'}]","[{'name': 'Aaron Taylor-Johnson', 'url': 'https://www.imdb.com/name/nm1093951/'}, {'name': 'Ariana DeBose', 'url': 'https://www.imdb.com/name/nm3663196/'}, {'name': 'Fred Hechinger', 'url': 'https://www.imdb.com/name/nm9538520/'}, {'name': 'Alessandro Nivola', 'url': 'https://www.imdb.com/name/nm0005273/'}, {'name': 'Christopher Abbott', 'url': 'https://www.imdb.com/name/nm3571592/'}]"
3. Conclave,https://www.imdb.com/title/tt20215234/,GB,7.4, (144K),79,,"$32,580,655","$103,535,606","['Best Film', 'Outstanding British Film of the Year', 'Best Screenplay (Adapted)', 'Best Editing']","[{'name': 'Edward Berger', 'url': 'https://www.imdb.com/name/nm0074163/'}]","[{'name': 'Ralph Fiennes', 'url': 'https://www.imdb.com/name/nm0000146/'}, {'name': 'Jacek Koman', 'url': 'https://www.imdb.com/name/nm0464522/'}, {'name': 'Lucian Msamati', 'url': 'https://www.imdb.com/name/nm1748634/'}, {'name': 'Stanley Tucci', 'url': 'https://www.imdb.com/name/nm0001804/'}, {'name': 'John Lithgow', 'url': 'https://www.imdb.com/name/nm0001475/'}]"
4. Better Man,https://www.imdb.com/title/tt14260836/,GB,7.6, (26K),77,,"$1,983,648","$19,948,765",[],"[{'name': 'Michael Gracey', 'url': 'https://www.imdb.com/name/nm1243905/'}]","[{'name': 'Robbie Williams', 'url': 'https://www.imdb.com/name/nm0005560/'}, {'name': 'Jonno Davies', 'url': 'https://www.imdb.com/name/nm5956650/'}, {'name': 'Steve Pemberton', 'url': 'https://www.imdb.com/name/nm0671487/'}, {'name': 'Alison Steadman', 'url': 'https://www.imdb.com/name/nm0824102/'}, {'name': 'Kate Mulvany', 'url': 'https://www.imdb.com/name/nm2078666/'}]"
5. The Beekeeper,https://www.imdb.com/title/tt15314262/,GB,6.3, (155K),53,,"$66,220,535","$152,409,233",[],"[{'name': 'David Ayer', 'url': 'https://www.imdb.com/name/nm0043742/'}]","[{'name': 'Jason Statham', 'url': 'https://www.imdb.com/name/nm0005458/'}, {'name': 'Emmy Raver-Lampman', 'url': 'https://www.imdb.com/name/nm8287501/'}, {'name': 'Bobby Naderi', 'url': 'https://www.imdb.com/name/nm2373989/'}, {'name': 'Josh Hutcherson', 'url': 'https://www.imdb.com/name/nm1242688/'}, {'name': 'Jeremy Irons', 'url': 'https://www.imdb.com/name/nm0000460/'}]"
6. Alien: Romulus,https://www.imdb.com/title/tt18412256/,GB,7.1, (243K),64,"$80,000,000","$105,313,091","$350,865,342",[],"[{'name': 'Fede Alvarez', 'url': 'https://www.imdb.com/name/nm1793079/'}]","[{'name': 'Cailee Spaeny', 'url': 'https://www.imdb.com/name/nm8314228/'}, {'name': 'David Jonsson', 'url': 'https://www.imdb.com/name/nm9657438/'}, {'name': 'Archie Renaux', 'url': 'https://www.imdb.com/name/nm8850556/'}, {'name': 'Isabela Merced', 'url': 'https://www.imdb.com/name/nm5097044/'}, {'name': 'Spike Fearn', 'url': 'https://www.imdb.com/name/nm10514458/'}]"
7. We Live in Time,https://www.imdb.com/title/tt27131358/,GB,7.0, (51K),59,,,,[],"[{'name': 'John Crowley', 'url': 'https://www.imdb.com/name/nm1259871/'}]","[{'name': 'Andrew Garfield', 'url': 'https://www.imdb.com/name/nm1940449/'}, {'name': 'Florence Pugh', 'url': 'https://www.imdb.com/name/nm6073955/'}, {'name': 'Grace Delaney', 'url': 'https://www.imdb.com/name/nm16435970/'}, {'name': 'Lee Braithwaite', 'url': 'https://www.imdb.com/name/nm14166626/'}, {'name': 'Aoife Hinds', 'url': 'https://www.imdb.com/name/nm9501566/'}]"
8. Paddington in Peru,https://www.imdb.com/title/tt5822536/,GB,6.7, (20K),65,"$75,336,729","$45,676,600","$191,935,910",[],"[{'name': 'Dougal Wilson', 'url': 'https://www.imdb.com/name/nm2756007/'}]","[{'name': 'Ben Whishaw', 'url': 'https://www.imdb.com/name/nm0924210/'}, {'name': 'Imelda Staunton', 'url': 'https://www.imdb.com/name/nm0001767/'}, {'name': 'Oliver Maltman', 'url': 'https://www.imdb.com/name/nm1169217/'}, {'name': 'Joel Fry', 'url': 'https://www.imdb.com/name/nm2181128/'}, {'name': 'Robbie Gee', 'url': 'https://www.imdb.com/name/nm0311563/'}]"
9. Saltburn,https://www.imdb.com/title/tt17351924/,GB,7.0, (243K),61,,,,[],"[{'name': 'Emerald Fennell', 'url': 'https://www.imdb.com/name/nm2193504/'}]","[{'name': 'Barry Keoghan', 'url': 'https://www.imdb.com/name/nm4422686/'}, {'name': 'Jacob Elordi', 'url': 'https://www.imdb.com/name/nm8624059/'}, {'name': 'Archie Madekwe', 'url': 'https://www.imdb.com/name/nm5994098/'}, {'name': 'Sadie Soverall', 'url': 'https://www.imdb.com/name/nm10082934/'}, {'name': 'Richie Cotterell', 'url': 'https://www.imdb.com/name/nm15365733/'}]"
10. The Zone of Interest,https://www.imdb.com/title/tt7160372/,GB,7.3, (133K),92,,,,"['Outstanding British Film of the Year', 'Best Film Not in the English Language', 'Best Sound']","[{'name': 'Jonathan Glazer', 'url': 'https://www.imdb.com/name/nm0322242/'}]","[{'name': 'Christian Friedel', 'url': 'https://www.imdb.com/name/nm3041056/'}, {'name': 'Sandra Hüller', 'url': 'https://www.imdb.com/name/nm1197689/'}, {'name': 'Johann Karthaus', 'url': 'https://www.imdb.com/name/nm14477035/'}, {'name': 'Luis Noah Witte', 'url': 'https://www.imdb.com/name/nm15343998/'}, {'name': 'Nele Ahrensmeier', 'url': 'https://www.imdb.com/name/nm15213554/'}]"
11. Wolfs,https://www.imdb.com/title/tt14257582/,GB,6.5, (81K),60,,n/a,,[],"[{'name': 'Jon Watts', 'url': 'https://www.imdb.com/name/nm1218281/'}]","[{'name': 'Amy Ryan', 'url': 'https://www.imdb.com/name/nm0752407/'}, {'name': 'Austin Abrams', 'url': 'https://www.imdb.com/name/nm3641002/'}, {'name': 'George Clooney', 'url': 'https://www.imdb.com/name/nm0000123/'}, {'name': 'Brad Pitt', 'url': 'https://www.imdb.com/name/nm0000093/'}, {'name': 'Donut McGunigle', 'url': 'https://www.imdb.com/name/nm16555654/'}]"
12. William Tell,https://www.imdb.com/title/tt22478818/,GB,5.7, (2.3K),52,,,,[],"[{'name': 'Nick Hamm', 'url': 'https://www.imdb.com/name/nm0358327/'}]","[{'name': 'Jonathan Pryce', 'url': 'https://www.imdb.com/name/nm0000596/'}, {'name': 'Ben Kingsley', 'url': 'https://www.imdb.com/name/nm0001426/'}, {'name': 'Jonah Hauer-King', 'url': 'https://www.imdb.com/name/nm5999355/'}, {'name': 'Golshifteh Farahani', 'url': 'https://www.imdb.com/name/nm0267042/'}, {'name': 'Connor Swindells', 'url': 'https://www.imdb.com/name/nm8874222/'}]"
13. Plane,https://www.imdb.com/title/tt5884796/,GB,6.5, (92K),62,,,,[],"[{'name': 'Jean-François Richet', 'url': 'https://www.imdb.com/name/nm0724938/'}]","[{'name': 'Gerard Butler', 'url': 'https://www.imdb.com/name/nm0124930/'}, {'name': 'Mike Colter', 'url': 'https://www.imdb.com/name/nm1591496/'}, {'name': 'Tony Goldwyn', 'url': 'https://www.imdb.com/name/nm0001282/'}, {'name': 'Yoson An', 'url': 'https://www.imdb.com/name/nm5256788/'}, {'name': 'Evan Dane Taylor', 'url': 'https://www.imdb.com/name/nm5895689/'}]"
