title,url,country,imdbRating,imdbVotes,metascore,budget,domesticGross,worldwideGross,awards,directors,thespians
14. Lee,https://www.imdb.com/title/tt5112584/,GB,6.9, (25K),62,,"$2,005,488","$14,480,722",[],"[{'name': 'Ellen Kuras', 'url': 'https://www.imdb.com/name/nm0475578/'}]","[{'name': 'Kate Winslet', 'url': 'https://www.imdb.com/name/nm0000701/'}, {'name': 'Andy Samberg', 'url': 'https://www.imdb.com/name/nm1676221/'}, {'name': 'Alexander Skarsgård', 'url': 'https://www.imdb.com/name/nm0002907/'}, {'name': 'Marion Cotillard', 'url': 'https://www.imdb.com/name/nm0182839/'}, {'name': 'Andrea Riseborough', 'url': 'https://www.imdb.com/name/nm2057859/'}]"
15. Operation Fortune: Ruse de Guerre,https://www.imdb.com/title/tt7985704/,GB,6.3, (100K),51,,,,[],"[{'name': 'Guy Ritchie', 'url': 'https://www.imdb.com/name/nm0005363/'}]","[{'name': 'Jason Statham', 'url': 'https://www.imdb.com/name/nm0005458/'}, {'name': 'Aubrey Plaza', 'url': 'https://www.imdb.com/name/nm2201555/'}, {'name': 'Cary Elwes', 'url': 'https://www.imdb.com/name/nm0000144/'}, {'name': 'Hugh Grant', 'url': 'https://www.imdb.com/name/nm0000424/'}, {'name': 'Josh Hartnett', 'url': 'https://www.imdb.com/name/nm0001326/'}]"
16. The Iron Claw,https://www.imdb.com/title/tt21064584/,GB,7.6, (104K),73,,,,[],"[{'name': 'Sean Durkin', 'url': 'https://www.imdb.com/name/nm1699934/'}]","[{'name': 'Holt McCallany', 'url': 'https://www.imdb.com/name/nm0564697/'}, {'name': 'Maura Tierney', 'url': 'https://www.imdb.com/name/nm0005491/'}, {'name': 'Grady Wilson', 'url': 'https://www.imdb.com/name/nm14579839/'}, {'name': 'Valentine Newcomer', 'url': 'https://www.imdb.com/name/nm14261772/'}, {'name': 'Zac Efron', 'url': 'https://www.imdb.com/name/nm1374980/'}]"
17. Guy Ritchie's the Covenant,https://www.imdb.com/title/tt4873118/,GB,7.5, (188K),63,,,,[],"[{'name': 'Guy Ritchie', 'url': 'https://www.imdb.com/name/nm0005363/'}]","[{'name': 'Jake Gyllenhaal', 'url': 'https://www.imdb.com/name/nm0350453/'}, {'name': 'Dar Salim', 'url': 'https://www.imdb.com/name/nm1502469/'}, {'name': 'Sean Sagar', 'url': 'https://www.imdb.com/name/nm4727272/'}, {'name': 'Jason Wong', 'url': 'https://www.imdb.com/name/nm3438484/'}, {'name': 'Rhys Yates', 'url': 'https://www.imdb.com/name/nm5012671/'}]"
18. My Old Ass,https://www.imdb.com/title/tt18559464/,GB,6.9, (39K),74,,"$5,372,282","$5,723,418",[],"[{'name': 'Megan Park', 'url': 'https://www.imdb.com/name/nm1177914/'}]","[{'name': 'Maisy Stella', 'url': 'https://www.imdb.com/name/nm5204873/'}, {'name': 'Aubrey Plaza', 'url': 'https://www.imdb.com/name/nm2201555/'}, {'name': 'Percy Hynes White', 'url': 'https://www.imdb.com/name/nm4007171/'}, {'name': 'Maddie Ziegler', 'url': 'https://www.imdb.com/name/nm4675650/'}, {'name': 'Kerrice Brooks', 'url': 'https://www.imdb.com/name/nm10942944/'}]"
19. Argylle,https://www.imdb.com/title/tt15009428/,GB,5.6, (92K),35,,,,[],"[{'name': 'Matthew Vaughn', 'url': 'https://www.imdb.com/name/nm0891216/'}]","[{'name': 'Henry Cavill', 'url': 'https://www.imdb.com/name/nm0147147/'}, {'name': 'Daniel Singh', 'url': 'https://www.imdb.com/name/nm3267876/'}, {'name': 'Dua Lipa', 'url': 'https://www.imdb.com/name/nm7645984/'}, {'name': 'Ariana DeBose', 'url': 'https://www.imdb.com/name/nm3663196/'}, {'name': 'Richard E. Grant', 'url': 'https://www.imdb.com/name/nm0001290/'}]"
20. Ricky Stanicky,https://www.imdb.com/title/tt1660648/,GB,6.2, (56K),44,,n/a,,[],"[{'name': 'Peter Farrelly', 'url': 'https://www.imdb.com/name/nm0268380/'}]","[{'name': 'Riley Stiles', 'url': 'https://www.imdb.com/name/nm9886744/'}, {'name': 'Oscar Wilson', 'url': 'https://www.imdb.com/name/nm15776249/'}, {'name': 'Gaius Nolan', 'url': 'https://www.imdb.com/name/nm15401358/'}, {'name': 'Brian Jarvis', 'url': 'https://www.imdb.com/name/nm1973595/'}, {'name': 'Jackie Flynn', 'url': 'https://www.imdb.com/name/nm0283475/'}]"
21. The Six Triple Eight,https://www.imdb.com/title/tt24458622/,GB,6.7, (26K),51,,,,[],"[{'name': 'Tyler Perry', 'url': 'https://www.imdb.com/name/nm1347153/'}]","[{'name': 'Kerry Washington', 'url': 'https://www.imdb.com/name/nm0913488/'}, {'name': 'Ebony Obsidian', 'url': 'https://www.imdb.com/name/nm6372377/'}, {'name': 'Milauna Jackson', 'url': 'https://www.imdb.com/name/nm1040389/'}, {'name': 'Kylie Jefferson', 'url': 'https://www.imdb.com/name/nm10895539/'}, {'name': 'Shanice Shantay', 'url': 'https://www.imdb.com/name/nm7068863/'}]"
22. Love Lies Bleeding,https://www.imdb.com/title/tt19637052/,GB,6.6, (57K),77,,,,[],"[{'name': 'Rose Glass', 'url': 'https://www.imdb.com/name/nm3819217/'}]","[{'name': 'Anna Baryshnikov', 'url': 'https://www.imdb.com/name/nm3793318/'}, {'name': 'Kristen Stewart', 'url': 'https://www.imdb.com/name/nm0829576/'}, {'name': 'Dave Franco', 'url': 'https://www.imdb.com/name/nm2002649/'}, {'name': ""Katy O'Brian"", 'url': 'https://www.imdb.com/name/nm6884042/'}, {'name': 'Jena Malone', 'url': 'https://www.imdb.com/name/nm0540441/'}]"
23. Napoleon,https://www.imdb.com/title/tt13287846/,GB,6.3, (172K),64,,,,[],"[{'name': 'Ridley Scott', 'url': 'https://www.imdb.com/name/nm0000631/'}]","[{'name': 'Joaquin Phoenix', 'url': 'https://www.imdb.com/name/nm0001618/'}, {'name': 'Vanessa Kirby', 'url': 'https://www.imdb.com/name/nm3948952/'}, {'name': 'Tahar Rahim', 'url': 'https://www.imdb.com/name/nm2588665/'}, {'name': 'Rupert Everett', 'url': 'https://www.imdb.com/name/nm0000391/'}, {'name': 'Mark Bonnar', 'url': 'https://www.imdb.com/name/nm1326440/'}]"
24. The Outrun,https://www.imdb.com/title/tt11687002/,GB,6.9, (15K),72,,,,[],"[{'name': 'Nora Fingscheidt', 'url': 'https://www.imdb.com/name/nm3519173/'}]","[{'name': 'Freya Evans', 'url': 'https://www.imdb.com/name/nm17073597/'}, {'name': 'Saoirse Ronan', 'url': 'https://www.imdb.com/name/nm1519680/'}, {'name': 'Paapa Essiedu', 'url': 'https://www.imdb.com/name/nm5469396/'}, {'name': 'Seamus Dillane', 'url': 'https://www.imdb.com/name/nm11254248/'}, {'name': 'David Garrick', 'url': 'https://www.imdb.com/name/nm1162877/'}]"
25. Tetris,https://www.imdb.com/title/tt12758060/,GB,7.4, (96K),61,,,,[],"[{'name': 'Jon S. Baird', 'url': 'https://www.imdb.com/name/nm1580671/'}]","[{'name': 'Taron Egerton', 'url': 'https://www.imdb.com/name/nm5473782/'}, {'name': 'Mara Huf', 'url': 'https://www.imdb.com/name/nm10593697/'}, {'name': 'Miles Barrow', 'url': 'https://www.imdb.com/name/nm4548743/'}, {'name': 'Rick Yune', 'url': 'https://www.imdb.com/name/nm0950935/'}, {'name': 'Nikita Efremov', 'url': 'https://www.imdb.com/name/nm3362705/'}]"
26. Bird,https://www.imdb.com/title/tt28277817/,GB,7.0, (8.3K),74,,,,[],"[{'name': 'Andrea Arnold', 'url': 'https://www.imdb.com/name/nm0036349/'}]","[{'name': 'Nykiya Adams', 'url': 'https://www.imdb.com/name/nm16027464/'}, {'name': 'Franz Rogowski', 'url': 'https://www.imdb.com/name/nm4453291/'}, {'name': 'Barry Keoghan', 'url': 'https://www.imdb.com/name/nm4422686/'}, {'name': 'Jason Buda', 'url': 'https://www.imdb.com/name/nm16027465/'}, {'name': 'Jasmine Jobson', 'url': 'https://www.imdb.com/name/nm6157473/'}]"
27. Old Guy,https://www.imdb.com/title/tt26442053/,GB,5.2, (2.2K),33,,n/a,"$138,538",[],"[{'name': 'Simon West', 'url': 'https://www.imdb.com/name/nm0922346/'}]","[{'name': 'Christoph Waltz', 'url': 'https://www.imdb.com/name/nm0910607/'}, {'name': 'Lucy Liu', 'url': 'https://www.imdb.com/name/nm0005154/'}, {'name': 'Cooper Hoffman', 'url': 'https://www.imdb.com/name/nm11866274/'}, {'name': 'Karishma Navekar', 'url': 'https://www.imdb.com/name/nm10787983/'}, {'name': 'Desmond Edwards', 'url': 'https://www.imdb.com/name/nm7233931/'}]"
28. Blitz,https://www.imdb.com/title/tt15939198/,GB,6.2, (16K),71,,n/a,"$1,406,508",[],"[{'name': 'Steve McQueen', 'url': 'https://www.imdb.com/name/nm2588606/'}]","[{'name': 'Saoirse Ronan', 'url': 'https://www.imdb.com/name/nm1519680/'}, {'name': 'Harris Dickinson', 'url': 'https://www.imdb.com/name/nm6170168/'}, {'name': 'Benjamin Clémentine', 'url': 'https://www.imdb.com/name/nm7064768/'}, {'name': 'Kathy Burke', 'url': 'https://www.imdb.com/name/nm0121755/'}, {'name': 'Paul Weller', 'url': 'https://www.imdb.com/name/nm0919883/'}]"
29. Winnie-the-Pooh: Blood and Honey,https://www.imdb.com/title/tt19623240/,GB,2.9, (34K),16,,,,[],"[{'name': 'Rhys Frake-Waterfield', 'url': 'https://www.imdb.com/name/nm6294482/'}]","[{'name': 'Nikolai Leon', 'url': 'https://www.imdb.com/name/nm10489274/'}, {'name': 'Maria Taylor', 'url': 'https://www.imdb.com/name/nm10791266/'}, {'name': 'Natasha Rose Mills', 'url': 'https://www.imdb.com/name/nm6502355/'}, {'name': 'Amber Doig-Thorne', 'url': 'https://www.imdb.com/name/nm8380569/'}, {'name': 'Danielle Ronald', 'url': 'https://www.imdb.com/name/nm6636102/'}]"
30. Santosh,https://www.imdb.com/title/tt30444418/,GB,7.0, (1.8K),75,,,,[],"[{'name': 'Sandhya Suri', 'url': 'https://www.imdb.com/name/nm2119066/'}]","[{'name': 'Shahana Goswami', 'url': 'https://www.imdb.com/name/nm2257218/'}, {'name': 'Sunita Rajwar', 'url': 'https://www.imdb.com/name/nm3119556/'}, {'name': 'Nawal Shukla', 'url': 'https://www.imdb.com/name/nm13378176/'}, {'name': 'Pratibha Awasthy', 'url': 'https://www.imdb.com/name/nm14074412/'}, {'name': 'Prashant Kumar', 'url': 'https://www.imdb.com/name/nm15029620/'}]"
31. How to Have Sex,https://www.imdb.com/title/tt22890246/,GB,6.5, (20K),79,,,,[],"[{'name': 'Molly Manning Walker', 'url': 'https://www.imdb.com/name/nm4866189/'}]","[{'name': 'Anna Antoniades', 'url': 'https://www.imdb.com/name/nm7654226/'}, {'name': 'Mia McKenna-Bruce', 'url': 'https://www.imdb.com/name/nm2898911/'}, {'name': 'Lara Peake', 'url': 'https://www.imdb.com/name/nm5739341/'}, {'name': 'Enva Lewis', 'url': 'https://www.imdb.com/name/nm14163049/'}, {'name': 'Eleni Sachini', 'url': 'https://www.imdb.com/name/nm15675388/'}]"
32. All of Us Strangers,https://www.imdb.com/title/tt21192142/,GB,7.6, (70K),90,,,,[],"[{'name': 'Andrew Haigh', 'url': 'https://www.imdb.com/name/nm0354091/'}]","[{'name': 'Andrew Scott', 'url': 'https://www.imdb.com/name/nm0778831/'}, {'name': 'Paul Mescal', 'url': 'https://www.imdb.com/name/nm8958770/'}, {'name': 'Carter John Grout', 'url': 'https://www.imdb.com/name/nm15211024/'}, {'name': 'Jamie Bell', 'url': 'https://www.imdb.com/name/nm0068260/'}, {'name': 'Claire Foy', 'url': 'https://www.imdb.com/name/nm2946516/'}]"
33. Wicked Little Letters,https://www.imdb.com/title/tt20234774/,GB,7.0, (37K),58,,,,[],"[{'name': 'Thea Sharrock', 'url': 'https://www.imdb.com/name/nm4824763/'}]","[{'name': 'Jessie Buckley', 'url': 'https://www.imdb.com/name/nm2976580/'}, {'name': 'Olivia Colman', 'url': 'https://www.imdb.com/name/nm1469236/'}, {'name': 'Timothy Spall', 'url': 'https://www.imdb.com/name/nm0001758/'}, {'name': 'Gemma Jones', 'url': 'https://www.imdb.com/name/nm0428121/'}, {'name': 'Malachi Kirby', 'url': 'https://www.imdb.com/name/nm3142672/'}]"
34. Blood Star,https://www.imdb.com/title/tt28452681/,GB,5.9, (2.5K),,,,,[],"[{'name': 'Lawrence Jacomelli', 'url': 'https://www.imdb.com/name/nm11421621/'}]","[{'name': 'Britni Camacho', 'url': 'https://www.imdb.com/name/nm9008679/'}, {'name': 'John Schwab', 'url': 'https://www.imdb.com/name/nm1134945/'}, {'name': 'Sydney Brumfield', 'url': 'https://www.imdb.com/name/nm14097948/'}, {'name': 'Brandon Brown', 'url': 'https://www.imdb.com/name/nm7642126/'}, {'name': 'Felix Merback', 'url': 'https://www.imdb.com/name/nm12664894/'}]"
35. The Wasp,https://www.imdb.com/title/tt21958136/,GB,6.1, (4.5K),69,,"$36,878",,[],"[{'name': 'Guillem Morales', 'url': 'https://www.imdb.com/name/nm0602616/'}]","[{'name': 'Naomie Harris', 'url': 'https://www.imdb.com/name/nm0365140/'}, {'name': 'Natalie Dormer', 'url': 'https://www.imdb.com/name/nm1754059/'}, {'name': 'Dominic Allburn', 'url': 'https://www.imdb.com/name/nm4000292/'}, {'name': 'Jack Morris', 'url': 'https://www.imdb.com/name/nm3431899/'}, {'name': 'Leah Mondesir-Simmonds', 'url': 'https://www.imdb.com/name/nm11057654/'}]"
36. Drive-Away Dolls,https://www.imdb.com/title/tt19356262/,GB,5.4, (23K),56,,"$5,028,215","$7,937,177",[],"[{'name': 'Ethan Coen', 'url': 'https://www.imdb.com/name/nm0001053/'}]","[{'name': 'Margaret Qualley', 'url': 'https://www.imdb.com/name/nm4960279/'}, {'name': 'Geraldine Viswanathan', 'url': 'https://www.imdb.com/name/nm6543093/'}, {'name': 'Beanie Feldstein', 'url': 'https://www.imdb.com/name/nm2788156/'}, {'name': 'Joey Slotnick', 'url': 'https://www.imdb.com/name/nm0806217/'}, {'name': 'C.J. Wilson', 'url': 'https://www.imdb.com/name/nm1225590/'}]"
37. One Life,https://www.imdb.com/title/tt13097932/,GB,7.5, (34K),69,,,,[],"[{'name': 'James Hawes', 'url': 'https://www.imdb.com/name/nm0369949/'}]","[{'name': 'Anthony Hopkins', 'url': 'https://www.imdb.com/name/nm0000164/'}, {'name': 'Lena Olin', 'url': 'https://www.imdb.com/name/nm0000565/'}, {'name': 'Johnny Flynn', 'url': 'https://www.imdb.com/name/nm1926865/'}, {'name': 'Helena Bonham Carter', 'url': 'https://www.imdb.com/name/nm0000307/'}, {'name': 'Tim Steed', 'url': 'https://www.imdb.com/name/nm0824356/'}]"
38. The Critic,https://www.imdb.com/title/tt13457790/,GB,6.0, (4.8K),54,,"$449,020","$3,345,909",[],"[{'name': 'Anand Tucker', 'url': 'https://www.imdb.com/name/nm0875793/'}]","[{'name': 'Ian McKellen', 'url': 'https://www.imdb.com/name/nm0005212/'}, {'name': 'Alfred Enoch', 'url': 'https://www.imdb.com/name/nm0257917/'}, {'name': 'Matthew Cottle', 'url': 'https://www.imdb.com/name/nm0183042/'}, {'name': 'Ed Madden', 'url': 'https://www.imdb.com/name/nm16379294/'}, {'name': 'Ben Barnes', 'url': 'https://www.imdb.com/name/nm1602660/'}]"
39. Get Away,https://www.imdb.com/title/tt10449276/,GB,5.3, (6.6K),58,,,,[],"[{'name': 'Steffen Haars', 'url': 'https://www.imdb.com/name/nm1473091/'}]","[{'name': 'Nick Frost', 'url': 'https://www.imdb.com/name/nm0296545/'}, {'name': 'Aisling Bea', 'url': 'https://www.imdb.com/name/nm3201406/'}, {'name': 'Sebastian Croft', 'url': 'https://www.imdb.com/name/nm7509185/'}, {'name': 'Maisie Ayres', 'url': 'https://www.imdb.com/name/nm14465781/'}, {'name': 'Jouko Ahola', 'url': 'https://www.imdb.com/name/nm0014261/'}]"
40. Wallace & Gromit: Vengeance Most Fowl,https://www.imdb.com/title/tt17163970/,GB,7.5, (34K),83,,,,"[""Best Children's & Family Film"", 'Best Animated Feature Film']","[{'name': 'Merlin Crossingham', 'url': 'https://www.imdb.com/name/nm1271549/'}, {'name': 'Nick Park', 'url': 'https://www.imdb.com/name/nm0661910/'}]","[{'name': 'Ben Whitehead', 'url': 'https://www.imdb.com/name/nm2038317/'}, {'name': 'Peter Kay', 'url': 'https://www.imdb.com/name/nm0443153/'}, {'name': 'Lauren Patel', 'url': 'https://www.imdb.com/name/nm10778177/'}, {'name': 'Reece Shearsmith', 'url': 'https://www.imdb.com/name/nm0790501/'}, {'name': 'Diane Morgan', 'url': 'https://www.imdb.com/name/nm1854269/'}]"
41. Sister Midnight,https://www.imdb.com/title/tt32060445/,GB,6.6, (371),73,,,,[],"[{'name': 'Karan Kandhari', 'url': 'https://www.imdb.com/name/nm1944925/'}]","[{'name': 'Radhika Apte', 'url': 'https://www.imdb.com/name/nm2331000/'}, {'name': 'Ashok Pathak', 'url': 'https://www.imdb.com/name/nm5131331/'}, {'name': 'Chhaya Kadam', 'url': 'https://www.imdb.com/name/nm3777127/'}, {'name': 'Smita Tambe', 'url': 'https://www.imdb.com/name/nm3409846/'}, {'name': 'Navya Sawant', 'url': 'https://www.imdb.com/name/nm16896062/'}]"
42. Daddy's Head,https://www.imdb.com/title/tt26682012/,GB,5.6, (4.9K),69,,,,[],"[{'name': 'Benjamin Barfoot', 'url': 'https://www.imdb.com/name/nm4193669/'}]","[{'name': 'James Harper-Jones', 'url': 'https://www.imdb.com/name/nm7521994/'}, {'name': 'Rupert Turnbull', 'url': 'https://www.imdb.com/name/nm9052409/'}, {'name': 'Julia Brown', 'url': 'https://www.imdb.com/name/nm6267130/'}, {'name': 'Charles Aitken', 'url': 'https://www.imdb.com/name/nm2531628/'}, {'name': 'Delta', 'url': 'https://www.imdb.com/name/nm16613677/'}]"
43. Hard Truths,https://www.imdb.com/title/tt11891850/,GB,7.3, (5.2K),88,,"$811,683","$2,353,600",[],"[{'name': 'Mike Leigh', 'url': 'https://www.imdb.com/name/nm0005139/'}]","[{'name': 'Marianne Jean-Baptiste', 'url': 'https://www.imdb.com/name/nm0001399/'}, {'name': 'Michele Austin', 'url': 'https://www.imdb.com/name/nm0042475/'}, {'name': 'David Webber', 'url': 'https://www.imdb.com/name/nm0916360/'}, {'name': 'Tuwaine Barrett', 'url': 'https://www.imdb.com/name/nm7030647/'}, {'name': 'Ani Nelson', 'url': 'https://www.imdb.com/name/nm7342724/'}]"
44. Back to Black,https://www.imdb.com/title/tt21261712/,GB,6.3, (26K),43,,,,[],"[{'name': 'Sam Taylor-Johnson', 'url': 'https://www.imdb.com/name/nm0853374/'}]","[{'name': 'Marisa Abela', 'url': 'https://www.imdb.com/name/nm3312312/'}, {'name': ""Jack O'Connell"", 'url': 'https://www.imdb.com/name/nm1925239/'}, {'name': 'Eddie Marsan', 'url': 'https://www.imdb.com/name/nm0550371/'}, {'name': 'Lesley Manville', 'url': 'https://www.imdb.com/name/nm0544334/'}, {'name': 'Juliet Cowan', 'url': 'https://www.imdb.com/name/nm0184588/'}]"
45. Joy,https://www.imdb.com/title/tt10243672/,GB,7.1, (9.3K),62,,,,[],"[{'name': 'Ben Taylor', 'url': 'https://www.imdb.com/name/nm4829613/'}]","[{'name': 'Thomasin McKenzie', 'url': 'https://www.imdb.com/name/nm5057169/'}, {'name': 'Rish Shah', 'url': 'https://www.imdb.com/name/nm9169920/'}, {'name': 'James Norton', 'url': 'https://www.imdb.com/name/nm3584268/'}, {'name': 'Nikolay Shulik', 'url': 'https://www.imdb.com/name/nm13546365/'}, {'name': 'Adrian Lukis', 'url': 'https://www.imdb.com/name/nm0525702/'}]"
46. Winnie-the-Pooh: Blood and Honey 2,https://www.imdb.com/title/tt23330554/,GB,4.7, (11K),27,,,,[],"[{'name': 'Rhys Frake-Waterfield', 'url': 'https://www.imdb.com/name/nm6294482/'}]","[{'name': 'Scott Chambers', 'url': 'https://www.imdb.com/name/nm4500258/'}, {'name': 'Tallulah Evans', 'url': 'https://www.imdb.com/name/nm2368268/'}, {'name': 'Ryan Oliva', 'url': 'https://www.imdb.com/name/nm4823129/'}, {'name': 'Lewis Santer', 'url': 'https://www.imdb.com/name/nm15175331/'}, {'name': 'Eddy MacKenzie', 'url': 'https://www.imdb.com/name/nm7062835/'}]"
47. Sebastian,https://www.imdb.com/title/tt30317033/,GB,6.7, (1.8K),60,,,,[],"[{'name': 'Mikko Mäkelä', 'url': 'https://www.imdb.com/name/nm4993771/'}]","[{'name': 'Ruaridh Mollica', 'url': 'https://www.imdb.com/name/nm5683002/'}, {'name': 'Hiftu Quasem', 'url': 'https://www.imdb.com/name/nm7073256/'}, {'name': 'Jonathan Hyde', 'url': 'https://www.imdb.com/name/nm0404993/'}, {'name': 'Ingvar Sigurdsson', 'url': 'https://www.imdb.com/name/nm0797614/'}, {'name': 'Dylan Brady', 'url': 'https://www.imdb.com/name/nm10437453/'}]"
48. Canary Black,https://www.imdb.com/title/tt20048582/,GB,5.3, (11K),,,n/a,"$502,678",[],"[{'name': 'Pierre Morel', 'url': 'https://www.imdb.com/name/nm0603628/'}]","[{'name': 'Kate Beckinsale', 'url': 'https://www.imdb.com/name/nm0000295/'}, {'name': 'Rupert Friend', 'url': 'https://www.imdb.com/name/nm1670029/'}, {'name': 'Ray Stevenson', 'url': 'https://www.imdb.com/name/nm0829032/'}, {'name': 'Jaz Hutchins', 'url': 'https://www.imdb.com/name/nm8468846/'}, {'name': 'Goran Kostic', 'url': 'https://www.imdb.com/name/nm1336552/'}]"
49. The Salt Path,https://www.imdb.com/title/tt27766440/,GB,7.8, (111),,,,,[],"[{'name': 'Marianne Elliott', 'url': 'https://www.imdb.com/name/nm2765738/'}]","[{'name': 'Jason Isaacs', 'url': 'https://www.imdb.com/name/nm0005042/'}, {'name': 'Gillian Anderson', 'url': 'https://www.imdb.com/name/nm0000096/'}, {'name': 'James Lance', 'url': 'https://www.imdb.com/name/nm0484202/'}, {'name': 'Megan Placito', 'url': 'https://www.imdb.com/name/nm9961733/'}, {'name': ""Robbie O'Neill"", 'url': 'https://www.imdb.com/name/nm6551323/'}]"
50. Pain Hustlers,https://www.imdb.com/title/tt15257160/,GB,6.6, (52K),44,,,,[],"[{'name': 'David Yates', 'url': 'https://www.imdb.com/name/nm0946734/'}]","[{'name': 'Emily Blunt', 'url': 'https://www.imdb.com/name/nm1289434/'}, {'name': 'Chris Evans', 'url': 'https://www.imdb.com/name/nm0262635/'}, {'name': ""Catherine O'Hara"", 'url': 'https://www.imdb.com/name/nm0001573/'}, {'name': 'Andy Garcia', 'url': 'https://www.imdb.com/name/nm0000412/'}, {'name': 'Chloe Coleman', 'url': 'https://www.imdb.com/name/nm5668548/'}]"
51. Midas Man,https://www.imdb.com/title/tt12627606/,GB,6.4, (1.6K),53,,,,[],"[{'name': 'Joe Stephenson', 'url': 'https://www.imdb.com/name/nm3087240/'}]","[{'name': 'Darci Shaw', 'url': 'https://www.imdb.com/name/nm9763285/'}, {'name': 'Emily Watson', 'url': 'https://www.imdb.com/name/nm0001833/'}, {'name': 'Eddie Marsan', 'url': 'https://www.imdb.com/name/nm0550371/'}, {'name': 'Ed Speleers', 'url': 'https://www.imdb.com/name/nm1968873/'}, {'name': 'Eddie Izzard', 'url': 'https://www.imdb.com/name/nm0412850/'}]"
