director_name,director_url,year_result,award_name,category,title
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Best Documentary Short Award,Documentary Short In Competition,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2006 Nominee,Sydney Film Prize,Best Documentary,La casa de mi abuela
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2021 Nominee,Tiempo de Historia Award,Best Documentary Short,La gàbia
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2021 Nominee,Doc España,Best Documentary,Posidonia
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2009 Winner,Pilar Miró Award,Best New Director,Estigmas
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2009 Nominee,Golden Spike,Best Film,Estigmas
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Golden Danzante,Documentary Short Film Contest,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2017 Winner,Jury Award,Short,The Fourth Kingdom
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2011 Winner,Jury Award,Best Documentary Feature,Esquivar y pegar
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2006 Winner,Best Documentary,,La casa de mi abuela
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2017 Winner,Chameleon,Best Short Documentary,The Fourth Kingdom
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2010 Nominee,Golden Gateway,,Estigmas
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2006 Winner,Special Jury Prize,International Feature,La casa de mi abuela
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Best International Short Film,International Competition,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Best International Short Film,International Competition,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Winner,Syfy Award,Syfy Award to the Best Spanish Short Film,Mortelli. Un Cas perdut
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Best Short Film,Best Short Film,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2011 Nominee,Jules Verne Award,,Estigmas
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2006 Nominee,Jules Verne Award,,La casa de mi abuela
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Mostra Internacional,Best Film,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2012 Nominee,Violette d'Or,,Kanimambo
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2006 Winner,Grand Prize,,La casa de mi abuela
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Best Short Film,Best Short Film,La gàbia
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2017 Winner,Best Short Documentary,Best MiniDoc,The Fourth Kingdom
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Festival Prize,Best Short Film Documentary,La gàbia
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Winner,Festival Prize,Best Valencian Community Short,Miss Mbulu
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2006 Nominee,Barcelona Film Award,Best Documentary (Millor Documental),La casa de mi abuela
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2017 Winner,Festival Prize,Best Social-Issue Documentary Short,The Fourth Kingdom
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Best Short Film,Best Short Film,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2025 Nominee,Gaudí Award,Best Animated Feature (Millor Pel·lícula d'Animació),Rock Bottom
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2020 Winner,Gaudí Award,Best Documentary (Millor Pel·lícula Documental),El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Nominee,Grand Jury Prize,U.S. Competition,El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Best Short Documentary,Best Documentary,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Winner,Van Gogh Award,Best Documentary Feature,El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Winner,Jury Prize,Best Film,El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Winner,Jury Prize,Best Cinematography,El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Winner,Jury Prize,Jury Award,El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2017 Winner,Festival Prize,Best Short,The Fourth Kingdom
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2015 Winner,Jury Prize,Best Film,El arca de Noé
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2006 Winner,Special Mention,,La casa de mi abuela
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2006 Nominee,Punto de Vista Grand Prize,,La casa de mi abuela
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Nominee,CinEuphoria,Best Documentary - International Competition,The Fourth Kingdom
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2018 Nominee,CinEuphoria,Best Documentary - International Competition,The Fourth Kingdom
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Winner,Grand Jury Award,Best Documentary,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Fragmentos Internacionales Award,Best Documentary,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Winner,Jury Prize,Best Alicante Short Film,Miss Mbulu
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Jury Award,Best Short,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2018 Winner,New York Emmy,Best Environment Program,Sure We Can
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2017 Winner,Best Film award,Documentary,The Fourth Kingdom
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Best Short Film,Best Short Film,Jerusalén
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,D'A Film Festival Barcelona,Especials,Unicornios
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Un Impulso Colectivo Award,Best Short Film,La gàbia
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2021 Winner,Special Jury Mention,Best Film,Espíritu sagrado
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2021 Winner,Audience Award,Best Film,Espíritu sagrado
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Festival Prize,Best Short Film,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2024 Nominee,Jury Prize,Best short film,Mortelli. Un Cas perdut
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2024 Nominee,Jury Prize,Best short film,Mortelli. Un Cas perdut
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2024 Nominee,Best National Short,Best National Short,Jerusalén
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Best National Short,Best National Short,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2020 Winner,Special Jury Prize,Special Mention,El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2006 Nominee,Big Stamp,International Competition,La casa de mi abuela
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2024 Nominee,Jury Prize,Best Short Film,Jerusalén
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2024 Nominee,Jury Prize,Best Animated Short Film,Mortelli. Un Cas perdut
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Winner,Jury Prize,Best Documentary Short Film,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2015 Winner,Jury Prize,Best Screenplay,El arca de Noé
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2015 Winner,Critics Award,Best Film,El arca de Noé
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Festival Award,Spanish short film,Mortelli. Un Cas perdut
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Festival Award,Spanish short film,Mortelli. Un Cas perdut
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Best Short Film,Official Section,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,First 'Alcine' Award,National Short Film Competition,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2024 Nominee,Jury Prize,Best Short Film,Jerusalén
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Winner,Jury Prize,Best Documentary Short Film,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Winner,Comunitat Rural Award,Best Valencian FIlm,La gàbia
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Winner,Best Documentary Award,,El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Premio del Jurado al Mejor Cortometraje de la Sección Oficial,Best short film,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Winner,AVAV,Best Documentary Feature,El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Nominee,AVAV,Best Editing & Postproduction,El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2018 Nominee,AVAV,Best Director,Fishbone
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2018 Nominee,AVAV,Best Screenplay,Fishbone
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Premio del Jurado,Best Short Film,Mortelli. Un Cas perdut
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Jury Prize,Best Film,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Premio Rizoma de Cine,Best Film,La vida más larga
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2021 Nominee,Premio Rizoma de Cine,Fronterizos,Posidonia
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2021 Winner,Special Jury Award,Surrealismo Contemporáneo Internacional Award,Espíritu sagrado
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Jury Award,Short Film,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Winner,Jury Prize,National Feature Film Competition,El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Winner,Filmin Award,Other DocumentaMadrid Awards,El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2019 Nominee,Biznaga de plata,Mejor Documental,El cuarto reino
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2024 Nominee,Sombra Festival Prize,Best national short,Mortelli. Un Cas perdut
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2024 Nominee,Sombra Festival Prize,Best national short,Mortelli. Un Cas perdut
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Mejor Cortometraje,Mejor Cortometraje,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2021 Nominee,Berlanga,Best Documentary,Posidonia
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Winner,Jury Award,Fragments Award,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Jury Award,Secció Oficial Mirades,Posidonia
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Jury Award,Panorama,La vida más larga
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Winner,Best Short Film,Best Catalan / Valencian Short Film,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Nominee,Grand Prize,International Competition,Hardcore
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,FANTAELX Award,Mejor Cortometraje Nacional,Mortelli. Un Cas perdut
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,FANTAELX Award,Mejor Cortometraje Nacional,Mortelli. Un Cas perdut
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2022 Winner,Audience Award,Abycine Cortos,La gàbia
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Grand Prix,Best Short Film,Mortelli. Un Cas perdut
Adán Aliaga,https://www.imdb.com/name/nm1226774/,2023 Nominee,Grand Prix,Best Short Film,Mortelli. Un Cas perdut
Marcos Cabotá,https://www.imdb.com/name/nm4235335/,2018 Nominee,Moon of Valencia,Best Short Film,Kyoko
Marcos Cabotá,https://www.imdb.com/name/nm4235335/,2016 Nominee,CEC Award,Best Documentary (Mejor Documental),I Am Your Father
Marcos Cabotá,https://www.imdb.com/name/nm4235335/,2019 Nominee,Goya,Best Documentary Short Film (Mejor Cortometraje Documental),Kyoko
Marcos Cabotá,https://www.imdb.com/name/nm4235335/,2016 Nominee,Goya,Best Documentary (Mejor Película Documental),I Am Your Father
Marcos Cabotá,https://www.imdb.com/name/nm4235335/,2019 Winner,Ibero-America Competition,Special Mention - Short Film,Kyoko
Marcos Cabotá,https://www.imdb.com/name/nm4235335/,2011 Winner,Silver Biznaga,Audience Award,Amigos...
Marcos Cabotá,https://www.imdb.com/name/nm4235335/,2011 Nominee,Golden Biznaga,Best Film (Mejor Película),Amigos...
Marcos Cabotá,https://www.imdb.com/name/nm4235335/,2017 Nominee,Best First Film,,Noctem
Marcos Cabotá,https://www.imdb.com/name/nm4235335/,2016 Nominee,José María Forqué Award,Best Documentary,I Am Your Father
Marcos Cabotá,https://www.imdb.com/name/nm4235335/,2017 Winner,Jury Prize,Best Film,Noctem
Marcos Cabotá,https://www.imdb.com/name/nm4235335/,2017 Winner,Audience Award,Best Film,Noctem
Marcos Cabotá,https://www.imdb.com/name/nm4235335/,2017 Winner,Jury Prize,Best Film,Noctem
Eduardo Montero,https://www.imdb.com/name/nm8124959/,2024 Winner,ASECAN Award,Best Non-Fiction Film,María la Portuguesa
Eduardo Montero,https://www.imdb.com/name/nm8124959/,2013 Winner,ASECAN Award,Best Documentary Short Film,Bendito Simulacro
César Martínez Herrada,https://www.imdb.com/name/nm0547621/,2002 Nominee,Golden Precolumbian Circle,Best Film,Cuando todo esté en orden
César Martínez Herrada,https://www.imdb.com/name/nm0547621/,2020 Nominee,Goya,Best Short Fiction Film (Mejor Cortometraje de Ficción),El nadador
César Martínez Herrada,https://www.imdb.com/name/nm0547621/,2006 Nominee,Golden Biznaga,,Arena en los bolsillos
César Martínez Herrada,https://www.imdb.com/name/nm0547621/,2002 Nominee,Golden Biznaga,,Cuando todo esté en orden
César Martínez Herrada,https://www.imdb.com/name/nm0547621/,2003 Winner,Turia Award,Best New Filmmaker,Cuando todo esté en orden
César Martínez Herrada,https://www.imdb.com/name/nm0547621/,2003 Nominee,Golden Egret,Best Film,Cuando todo esté en orden
César Martínez Herrada,https://www.imdb.com/name/nm0547621/,2017 Winner,First Prize,Documentary Creation,"Ruibal, por libre"
Carlos Atanes,https://www.imdb.com/name/nm1847615/,2005 Winner,Best Film,Best International Feature Film,FAQ: Frequently Asked Questions
Pablo Casanueva,https://www.imdb.com/name/nm9710905/,2024 Nominee,Retueyos,Best Film,Luna
Andreu Signes,https://www.imdb.com/name/nm4792024/,2018 Winner,Wreath Award,Best Documentary,
Andreu Signes,https://www.imdb.com/name/nm4792024/,2018 Nominee,Wreath Award,Best Cinematography,
Andreu Signes,https://www.imdb.com/name/nm4792024/,2018 Nominee,Wreath Award,Best Music,
Pedro G. Romero,https://www.imdb.com/name/nm3732825/,2022 Winner,Asecan Award,Best Film,Siete Jereles
Pedro G. Romero,https://www.imdb.com/name/nm3732825/,2021 Nominee,Golden Giraldillo,Best Film,Siete Jereles
Pedro G. Romero,https://www.imdb.com/name/nm3732825/,2020 Winner,New Waves Non-Fiction Award,Best Documentary,Nueve Sevillas
Pedro G. Romero,https://www.imdb.com/name/nm3732825/,2024 Nominee,ASECAN Award,Best Non-Fiction Film,De caballos y guitarras
Pedro G. Romero,https://www.imdb.com/name/nm3732825/,2021 Nominee,ASECAN Award,Best Director,Nueve Sevillas
Pedro G. Romero,https://www.imdb.com/name/nm3732825/,2021 Nominee,ASECAN Award,Best Documentary,Nueve Sevillas
Andrés Cámara,https://www.imdb.com/name/nm2829693/,2019 Nominee,Augusto,Best National Short Fiction Film,Partir de Cero
Andrés Cámara,https://www.imdb.com/name/nm2829693/,2012 Nominee,Audience Award,Best Short,Recuerdos
Carlos A. Quirós,https://www.imdb.com/name/nm5253573/,2021 Winner,Veciños Special Jury Award,Best Short Film,Cineris
Carlos A. Quirós,https://www.imdb.com/name/nm5253573/,2021 Winner,Veciños Special Jury Award,Best Short Film,Cineris
Ángel Puado Veloso,https://www.imdb.com/name/nm5432501/,2019 Nominee,Golden Tesela,Best Film,Mirando al mar
Celia de Coca,https://www.imdb.com/name/nm11365797/,2022 Winner,Award of Merit,Documentary Short,"Let's talk, sister (Hablemos, hermana)"
Celia de Coca,https://www.imdb.com/name/nm11365797/,2022 Nominee,Best Short Film,Short Film,"Let's talk, sister (Hablemos, hermana)"
Ignacio Oliva,https://www.imdb.com/name/nm4781550/,2012 Nominee,IBAFF Award,Best Fiction Feature Film,La rosa de nadie
Ignacio Oliva,https://www.imdb.com/name/nm4781550/,2012 Winner,Honorable Mention,Fiction Feature Film,La rosa de nadie
Ignacio Oliva,https://www.imdb.com/name/nm4781550/,2012 Winner,Audience Award,,La rosa de nadie
Mar Orfila,https://www.imdb.com/name/nm1301484/,2004 Winner,Barcelona Film Award,Best Short Film (Millor Curtmetratge),Postales desde el mar
Enol Villamor,https://www.imdb.com/name/nm13120961/,2023 Nominee,Top 100 Short Film Award,Top 100 Short Films,Algo pasa en Coventry
Enol Villamor,https://www.imdb.com/name/nm13120961/,2022 Nominee,Public,Best Film,Tenemos que hablar
Enol Villamor,https://www.imdb.com/name/nm13120961/,2022 Nominee,Best Short Film,Best Film,Tenemos que hablar
Enol Villamor,https://www.imdb.com/name/nm13120961/,2023 Nominee,Best Short Film Award in Conciencia Section,Best Film,Algo pasa en Coventry
Enol Villamor,https://www.imdb.com/name/nm13120961/,2023 Nominee,Best Drama,Best Short Film,Tenemos que hablar
Enol Villamor,https://www.imdb.com/name/nm13120961/,2023 Nominee,Best Film,Feature Film,Algo pasa en Coventry
Enol Villamor,https://www.imdb.com/name/nm13120961/,2023 Nominee,Best Short Film,Best Fiction Short Film,Algo pasa en Coventry
Aitor González de Langarica,https://www.imdb.com/name/nm6133226/,2015 Winner,Festival Prize,Best cinematography,The Scale of an Obsession
Paula Labordeta,https://www.imdb.com/name/nm11369760/,2023 Nominee,CEC Award,Best Documentary (Mejor Documental),Labordeta. Un hombre sin más
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2009 Nominee,Best Independent Feature Award,Best Feature,Lodo
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2008 Winner,Documentary Prize - Arts In Film,Short Documentary,Roca Bon: Searching the Sublime
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2007 Winner,Silver Bear,Silver,Ardia
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2004 Winner,Bronze Bear,,El bosque de la luz
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2004 Winner,UNICA Gold Medal,,El bosque de la luz
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Golden Knight,Best Short Film,El camino a Lindux
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2021 Nominee,Best Short,Best International Short,Worldlines II
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2021 Nominee,Best Faith Based Project,Best Faith Based Short,La decisión de Paula
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2018 Winner,Action on Film Award,Artist in Residence,
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2017 Nominee,Action on Film Award,Best Foreign Film - Short,Ane y las estrellas
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2016 Nominee,Action on Film Award,Best Foreign Film Feature,En algún momento de la noche
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2008 Winner,Jury Award,Best Experimental Film Award,Ardia
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2010 Nominee,Festival Award,Best Foreign Film,Lodo
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2010 Winner,Festival Award,Best Foreign Film Director,Lodo
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2016 Winner,Los Angeles Movie Award,Best Fantasy Film,Worldlines
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2013 Winner,Award of Excellence,Experimental,La extensión del cielo
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2011 Winner,Festival Award,Best Surreal Film,Anamorphosis
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2010 Winner,Festival Award,Best Surreal Film,Lodo
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2010 Winner,Grand Winner,Best Narrative Film,Lodo
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2021 Nominee,Annual Award,Best Experimental Film of the Year,Os impedirán amarme
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2021 Nominee,Annual Award,Best Inspirational Film,Os impedirán amarme
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2020 Winner,November Award,Best Inspirational Film,Os impedirán amarme
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2017 Winner,July Award,Best Experimental,Kolore Ezkutuak
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2015 Winner,Honorable Mention,Director,Aitziber en el tunel
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2016 Nominee,Jury Prize,Best Film,El espíritu de la escalera
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2017 Winner,LAFA April Award,Best Experimental Film,AntiBasque
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2017 Winner,LAFA December Award,Best Experimental Film,Seguir siendo yo
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2016 Nominee,Jury Award,Best Drama,Worldlines
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2016 Nominee,Jury Award,Best Experimental Film,Worldlines
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2016 Winner,Jury Award,Best Fantasy Film,Worldlines
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2022 Winner,Jury Award,Media Price,Junto al océano
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2017 Nominee,Jury Award,Best Short Fiction Film,Aitziber en el tunel
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2018 Winner,George Melies Award,Best Picture,El hálito de Eir
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2018 Winner,Theatre Optique Award of Innovation,Best Director,Cavewomen
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2017 Nominee,Jury Prize,Best Editing Feature,El espíritu de la escalera
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2017 Nominee,Jury Prize,Best Director - Feature,El espíritu de la escalera
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2022 Winner,Special Mention of the Festival,,Cavewomen
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Jury Prize,Best Fantasy,Rhea
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Jury Prize,Best Director,Rhea
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Jury Prize,Best Edition,Rhea
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Winner,Jury Prize,Best Short Thriller,Rhea
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2017 Winner,Bronze Award,Best Short Film,Ane y las estrellas
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Winner,International Grand Jury Prize,Best Film,Entre el agua y la tierra
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Winner,International Grand Jury Prize,Quarter-finalist,Entre el agua y la tierra
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Winner,Georges Méliès Grand Jury Prize Platinum Award,Best Drama,Rhea
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Winner,Grand Jury Prize Silver Award,Best Film,Entre el agua y la tierra
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2021 Winner,Grand Jury Prize Gold Award,Best Fantasy Film,Worldlines
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Winner,Jury Prize,Best Set Design,Worldlines II
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2021 Nominee,March Award,Best Feature Film,En algún momento de la noche
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2021 Nominee,March Award,Best Drama Short,Ane y las estrellas
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2020 Nominee,December Award,Best Experimental Short Film,Seguir siendo yo
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2021 Winner,April Award,Honorable Mention,Ane y las estrellas
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Winner,Jury Prize,Dadasaheb Phalke Award,Cavewomen
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Jury Award,Best Short Film,Worldlines III
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Winner,Honorable Mention,Best Short Film,Worldlines III
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2021 Winner,Honorable Mention,Best Short Film,Kolore Ezkutuak
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2021 Nominee,Best Short Film,July Award,Cavewomen
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Winner,Europa Prize - Gold,Best Film/Drama,Entre el agua y la tierra
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Winner,Europa Prize - Gold,Best Short Thriller,Worldlines III
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Winner,H.G. Wells Award Gold,Best Film,Entre el agua y la tierra
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2014 Winner,Special Mention,,Aitziber en el tunel
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2025 Nominee,Jury Prize,Best Director,Alba y Ocaso
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2025 Nominee,Jury Prize,Best of Europe,Alba y Ocaso
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2025 Nominee,Jury Prize,Best Experimental Film,Alba y Ocaso
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2025 Winner,Jury Prize,Best Experimental Drama,Alba y Ocaso
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Jury Prize,Best Drama,Rhea
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Winner,Festival Award,Best Surreal,Worldlines III
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Nominee,Best Drama,"Drama, Feature, Memories",En algún momento de la noche
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Nominee,Best Director,Feature,En algún momento de la noche
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Nominee,Best Script,Feature,En algún momento de la noche
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Winner,Best Director,Feature,En algún momento de la noche
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Festival Award,Best Thriller,Worldlines III
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Festival Award,Best Edition,Worldlines III
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Festival Award,Best Screenplay,Worldlines III
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Festival Award,Best Director,Worldlines III
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Winner,Festival Award,Best Horror,Worldlines III
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Winner,Jury Prize,Best Director,Ane y las estrellas
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Nominee,Jury Prize,Best Director,Nexos
